date of birth;age;sex;account;id;issued;active;payroll;segment
13.04.1967;49;Male;ABB individuals;01-0102-F-5347747;1;0;0;Workers
16.05.1962;54;Female;ABB individuals;01-0102-F-5347758;1;1;0;Workers
10.02.1930;87;Female;ABB individuals;01-0102-F-5345897;0;0;0;Retired
05.05.1989;27;Female;ABB individuals;01-0165-F-5345473;0;0;0;Workers
21.05.1975;41;Female;ABB individuals;01-0165-F-5345927;0;0;0;Workers
10.12.1983;33;Female;ABB individuals;01-0102-F-5347139;0;0;0;Workers
08.06.1969;47;Male;ABB individuals;01-0102-F-5345946;0;0;0;Workers
17.04.1972;44;Female;ABB individuals;01-0102-F-5345956;0;0;0;Workers
14.02.1965;52;Female;ABB individuals;01-0102-F-5347573;0;0;0;Workers
04.11.1948;68;Female;ABB individuals;01-0102-F-5346000;0;0;0;Retired
27.06.1989;27;Female;ABB individuals;01-0102-F-5345080;0;0;0;Workers
12.01.1972;45;Male;ABB individuals;01-0102-F-5346092;0;0;0;Workers
28.01.1965;52;Female;ABB individuals;01-0102-F-5345193;0;0;0;Workers
11.07.1993;23;Male;ABB individuals;01-0102-F-5345577;0;0;0;Students
12.10.1956;60;Male;ABB individuals;01-0102-F-5347285;0;0;0;Retired
18.03.1968;48;Male;ABB individuals;01-0102-F-5345628;0;0;0;Workers
20.03.1983;33;Female;ABB individuals;01-0102-F-5346913;0;0;0;Workers
03.06.1964;52;Male;ABB individuals;01-0102-F-5347323;0;0;0;Workers
15.10.1980;36;Female;ABB individuals;01-0165-F-5346957;0;0;0;Workers
12.04.1960;56;Female;ABB individuals;01-0165-F-5347350;0;0;0;Retired
11.09.1979;37;Male;ABB individuals;01-0102-F-5345268;0;0;0;Workers
04.11.1984;32;Female;ABB individuals;01-0102-F-5347384;0;0;0;Workers
06.06.1989;27;Male;ABB individuals;01-0102-F-5339313;0;0;0;Workers
04.02.1990;27;Female;ABB individuals;01-0102-F-5339326;0;0;0;Workers
09.06.1964;52;Male;ABB individuals;01-0165-F-5339329;0;0;0;Workers
20.04.1969;47;Female;ABB individuals;01-0102-F-5339594;0;0;0;Workers
07.03.1992;24;Male;ABB individuals;01-0102-F-5339629;0;0;0;Students
25.04.1975;41;Male;ABB individuals;01-0165-F-5340071;0;0;0;Workers
28.08.1935;81;Male;ABB individuals;01-0102-F-5339077;0;0;0;Retired
07.01.1944;73;Female;ABB individuals;01-0102-F-5339147;0;0;0;Retired
08.02.1967;50;Female;ABB individuals;01-0102-F-5339163;0;0;0;Workers
21.09.1939;77;Female;ABB individuals;01-0102-F-5339203;0;0;0;Retired
07.12.1992;24;Female;ABB individuals;01-0102-F-5340225;1;0;0;Students
20.01.1950;67;Female;ABB individuals;01-0102-F-5319939;0;0;0;Retired
04.10.1982;34;Female;ABB individuals;01-0102-F-5346412;0;0;0;Workers
19.04.1948;68;Male;ABB individuals;01-0102-F-5321589;0;0;0;Retired
01.03.1953;64;Female;ABB individuals;01-0102-F-5321620;0;0;0;Retired
17.07.1939;77;Female;ABB individuals;01-0102-F-5342680;0;0;0;Retired
10.10.1952;64;Female;ABB individuals;01-0102-F-5322993;0;0;0;Retired
19.07.1973;43;Female;ABB individuals;01-0102-F-5330563;1;0;0;Workers
01.09.1951;65;Female;ABB individuals;01-0102-F-5320173;0;0;0;Retired
10.10.1946;70;Male;ABB individuals;01-0102-F-5323628;0;0;0;Retired
27.11.1960;56;Female;ABB individuals;01-0102-F-5346019;0;0;0;Retired
04.02.1981;36;Male;ABB individuals;01-0102-F-5341713;0;0;0;Workers
27.11.1970;46;Female;ABB individuals;01-0102-F-5345608;0;0;0;Workers
31.05.1985;31;Male;ABB individuals;01-0102-F-5337199;0;0;0;Workers
22.08.1958;58;Female;ABB individuals;01-0102-F-5320892;1;0;0;Retired
07.03.1956;60;Female;ABB individuals;01-0102-F-5322085;0;0;0;Retired
01.07.1953;63;Female;ABB individuals;01-0102-F-5320011;0;0;1;Retired
26.10.1985;31;Female;ABB individuals;01-0102-F-5326810;0;0;0;Workers
07.05.1991;25;Male;ABB individuals;01-0102-F-5327612;0;0;0;Workers
11.09.1982;34;Female;ABB individuals;01-0102-F-5339853;1;0;0;Workers
12.04.1979;37;Female;ABB individuals;01-0102-F-5337531;0;0;0;Workers
22.10.1980;36;Male;ABB individuals;01-0102-F-5329420;0;0;0;Workers
15.09.1986;30;Male;ABB individuals;01-0102-F-5345067;0;0;0;Workers
05.12.1976;40;Female;ABB individuals;01-0102-F-5342108;0;0;0;Workers
26.05.1977;39;Female;ABB individuals;01-0102-F-5324045;1;1;0;Workers
17.12.1965;51;Female;ABB individuals;01-0102-F-5324285;1;0;0;Workers
28.09.1960;56;Female;ABB individuals;01-0102-F-5321037;0;0;1;Retired
15.12.1982;34;Female;ABB individuals;01-0165-F-5334209;0;0;0;Workers
01.09.1989;27;Female;ABB individuals;01-0102-F-5340286;0;0;0;Workers
16.03.1987;29;Male;ABB individuals;01-0165-F-5326170;1;1;0;Workers
02.06.1983;33;Female;ABB individuals;01-0165-F-5322088;0;0;1;Workers
14.11.1964;52;Female;ABB individuals;01-0102-F-5328740;0;0;0;Workers
29.10.1970;46;Male;ABB individuals;01-0165-F-5343971;0;0;0;Workers
01.07.1951;65;Female;ABB individuals;01-0102-F-5323175;0;0;0;Retired
02.11.1989;27;Female;ABB individuals;01-0102-F-5329458;0;0;0;Workers
23.07.1943;73;Female;ABB individuals;01-0102-F-5333772;0;0;0;Retired
20.02.1989;28;Female;ABB individuals;01-0102-F-5346288;0;0;0;Workers
25.10.1977;39;Male;ABB individuals;01-0165-F-5346347;0;0;0;Workers
18.06.1980;36;Male;ABB individuals;01-0165-F-5329764;0;0;0;Workers
16.08.1946;70;Female;ABB individuals;01-0102-F-5320095;1;0;1;Retired
15.08.1978;38;Female;ABB individuals;01-0102-F-5342673;0;0;0;Workers
09.09.1984;32;Female;ABB individuals;01-0102-F-5327586;0;0;0;Workers
12.12.1964;52;Female;ABB individuals;01-0102-F-5339508;0;0;0;Workers
06.03.1988;28;Male;ABB individuals;01-0102-F-5328094;0;0;0;Workers
26.01.1971;46;Female;ABB individuals;01-0165-F-5329428;1;0;0;Workers
09.02.1938;79;Male;ABB individuals;01-0165-F-5342093;1;0;0;Retired
14.05.1964;52;Female;ABB individuals;01-0165-F-5345391;1;1;0;Workers
04.02.1938;79;Male;ABB individuals;01-0102-F-5328945;0;0;0;Retired
13.12.1945;71;Female;ABB individuals;01-0165-F-5330168;0;0;0;Retired
01.03.1939;78;Female;ABB individuals;01-0165-F-5324097;1;0;0;Retired
20.10.1939;77;Female;ABB individuals;01-0102-F-5319951;0;0;0;Retired
10.11.1949;67;Female;ABB individuals;01-0165-F-5321439;0;0;0;Retired
22.07.1948;68;Female;ABB individuals;01-0102-F-5322947;1;0;0;Retired
24.05.1953;63;Female;ABB individuals;01-0102-F-5321066;1;0;0;Retired
15.02.1941;76;Female;ABB individuals;01-0102-F-5319965;0;0;0;Retired
01.02.1951;66;Female;ABB individuals;01-0102-F-5320877;1;0;0;Retired
24.12.1935;81;Female;ABB individuals;01-0165-F-5323319;0;0;0;Retired
25.04.1950;66;Female;ABB individuals;01-0102-F-5341670;0;0;0;Retired
15.05.1945;71;Female;ABB individuals;01-0102-F-5339987;0;0;0;Retired
12.06.1961;55;Female;ABB individuals;01-0165-F-5321977;1;0;0;Retired
22.01.1995;22;Female;ABB individuals;01-0165-F-5344381;0;0;0;Students
07.05.1990;26;Male;ABB individuals;01-0102-F-5328692;0;0;0;Workers
22.12.1985;31;Female;ABB individuals;01-0102-F-5339287;0;0;0;Workers
29.08.1948;68;Male;ABB individuals;01-0165-F-5322931;0;0;0;Retired
05.11.1976;40;Female;ABB individuals;01-0102-F-5320936;0;0;1;Workers
06.01.1987;30;Female;ABB individuals;01-0102-F-5347943;0;0;0;Workers
23.10.1992;24;Male;ABB individuals;01-0102-F-5336978;0;0;0;Students
17.01.1971;46;Male;ABB individuals;01-0165-F-5328460;0;0;0;Workers
09.10.1950;66;Male;ABB individuals;01-0102-F-5322115;1;0;0;Retired
23.09.1949;67;Female;ABB individuals;01-0102-F-5322244;0;0;0;Retired
24.03.1952;64;Female;ABB individuals;01-0102-F-5323490;0;0;0;Retired
27.06.1984;32;Male;ABB individuals;01-0102-F-5334323;1;0;0;Workers
22.06.1989;27;Female;ABB individuals;01-0102-F-5346397;0;0;0;Workers
14.11.1936;80;Female;ABB individuals;01-0102-F-5342672;0;0;0;Retired
17.02.1988;29;Male;ABB individuals;01-0102-F-5341952;0;0;0;Workers
04.11.1967;49;Male;ABB individuals;01-0102-F-5344159;0;0;0;Workers
23.11.1981;35;Female;ABB individuals;01-0102-F-5347944;0;0;0;Workers
10.07.1950;66;Female;ABB individuals;01-0102-F-5322110;0;0;0;Retired
06.02.1956;61;Female;ABB individuals;01-0165-F-5321990;1;0;0;Retired
26.10.1963;53;Female;ABB individuals;01-0102-F-5324056;0;0;0;Workers
17.02.1973;44;Female;ABB individuals;01-0102-F-5325962;0;0;1;Workers
09.11.1985;31;Female;ABB individuals;01-0102-F-5335065;0;0;0;Workers
19.10.1934;82;Female;ABB individuals;01-0102-F-5326783;0;0;0;Retired
07.05.1992;24;Male;ABB individuals;01-0102-F-5345114;0;0;0;Students
18.03.1986;30;Male;ABB individuals;01-0102-F-5340411;1;1;0;Workers
28.07.1977;39;Female;ABB individuals;01-0102-F-5340315;0;0;0;Workers
24.08.1981;35;Female;ABB individuals;01-0165-F-5324563;0;0;0;Workers
02.09.1973;43;Female;ABB individuals;01-0102-F-5321836;0;0;0;Workers
07.04.1944;72;Female;ABB individuals;01-0165-F-5322024;0;0;0;Retired
04.02.1980;37;Female;ABB individuals;01-0102-F-5326813;0;0;0;Workers
12.11.1994;22;Male;ABB individuals;01-0102-F-5330883;0;0;0;Students
22.03.1954;62;Male;ABB individuals;01-0102-F-5322119;0;0;0;Retired
10.06.1959;57;Male;ABB individuals;01-0102-F-5339161;0;0;0;Workers
05.08.1955;61;Female;ABB individuals;01-0102-F-5320842;0;0;1;Retired
06.01.1993;24;Female;ABB individuals;01-0102-F-5346385;0;0;0;Students
25.01.1973;44;Male;ABB individuals;01-0102-F-5330095;0;0;0;Workers
01.02.1954;63;Female;ABB individuals;01-0165-F-5320076;0;0;0;Retired
09.09.1988;28;Female;ABB individuals;01-0102-F-5326803;0;0;0;Workers
26.11.1940;76;Female;ABB individuals;01-0102-F-5346402;0;0;0;Retired
27.09.1971;45;Female;ABB individuals;01-0165-F-5345550;0;0;0;Workers
24.05.1950;66;Female;ABB individuals;01-0102-F-5324203;1;0;0;Retired
19.10.1987;29;Male;ABB individuals;01-0102-F-5336566;0;0;0;Workers
14.09.1946;70;Male;ABB individuals;01-0102-F-5321433;1;0;0;Retired
17.04.1973;43;Male;ABB individuals;01-0102-F-5339709;0;0;0;Workers
01.12.1930;86;Female;ABB individuals;01-0102-F-5331038;0;0;0;Retired
24.03.1993;23;Female;ABB individuals;01-0102-F-5342456;0;0;0;Students
25.04.1978;38;Female;ABB individuals;01-0165-F-5342687;0;0;0;Workers
01.12.1982;34;Female;ABB individuals;01-0102-F-5326823;1;0;0;Workers
10.12.1993;23;Female;ABB individuals;01-0165-F-5327870;0;0;0;Students
27.12.1952;64;Male;ABB individuals;01-0102-F-5324576;1;0;0;Retired
12.01.1976;41;Male;ABB individuals;01-0102-F-5324592;1;0;0;Workers
04.11.1946;70;Female;ABB individuals;01-0102-F-5322017;0;0;0;Retired
30.01.1963;54;Female;ABB individuals;01-0165-F-5334138;1;0;0;Workers
22.11.1981;35;Female;ABB individuals;01-0102-F-5335082;0;0;0;Workers
29.10.1986;30;Female;ABB individuals;01-0165-F-5340446;0;0;0;Workers
26.07.1988;28;Male;ABB individuals;01-0102-F-5334195;0;0;0;Workers
12.07.1981;35;Male;ABB individuals;01-0165-F-5319907;0;0;0;Workers
19.08.1984;32;Female;ABB individuals;01-0102-F-5346329;0;0;0;Workers
02.02.1973;44;Male;ABB individuals;01-0102-F-5329869;0;0;0;Workers
16.01.1993;24;Male;ABB individuals;01-0102-F-5342478;0;0;0;Students
12.12.1962;54;Male;ABB individuals;01-0165-F-5346838;0;0;0;Workers
07.09.1981;35;Male;ABB individuals;01-0102-F-5327852;0;0;0;Workers
15.12.1978;38;Male;ABB individuals;01-0165-F-5330193;0;0;0;Workers
23.02.1968;49;Female;ABB individuals;01-0165-F-5329169;0;0;0;Workers
10.06.1965;51;Female;ABB individuals;01-0102-F-5329222;0;0;0;Workers
12.06.1981;35;Female;ABB individuals;01-0102-F-5329246;0;0;0;Workers
14.08.1988;28;Male;ABB individuals;01-0102-F-5330292;1;0;0;Workers
06.04.1979;37;Female;ABB individuals;01-0165-F-5323904;1;0;0;Workers
09.08.1983;33;Male;ABB individuals;01-0102-F-5330382;0;0;0;Premium
06.11.1968;48;Male;ABB individuals;01-0165-F-5323353;0;0;0;Workers
06.04.1950;66;Female;ABB individuals;01-0102-F-5323001;0;0;0;Retired
23.02.1976;41;Female;ABB individuals;01-0102-F-5328212;0;0;0;Workers
21.08.1997;19;Female;ABB individuals;01-0102-F-5328288;0;0;0;Students
20.10.1964;52;Male;ABB individuals;01-0165-F-5322864;0;0;0;Workers
26.05.1980;36;Male;ABB individuals;01-0165-F-5329656;0;0;0;Workers
14.02.1947;70;Female;ABB individuals;01-0102-F-5322939;1;0;0;Retired
03.01.1996;21;Male;ABB individuals;01-0102-F-5329701;0;0;0;Students
11.02.1968;49;Female;ABB individuals;01-0102-F-5329716;1;0;0;Workers
04.04.1977;39;Female;ABB individuals;01-0102-F-5323097;0;0;0;Workers
10.10.1933;83;Female;ABB individuals;01-0165-F-5323635;0;0;0;Retired
05.11.1993;23;Male;ABB individuals;01-0102-F-5328592;0;0;0;Students
25.12.1948;68;Male;ABB individuals;01-0102-F-5323276;1;0;0;Retired
07.05.1937;79;Female;ABB individuals;01-0165-F-5328699;0;0;0;Retired
30.12.1926;90;Female;ABB individuals;01-0102-F-5323384;0;0;0;Retired
19.02.1955;62;Female;ABB individuals;01-0102-F-5323387;0;0;0;Retired
04.08.1951;65;Male;ABB individuals;01-0102-F-5323397;0;0;0;Retired
26.03.1948;68;Female;ABB individuals;01-0102-F-5323484;0;0;0;Retired
05.12.1976;40;Female;ABB individuals;01-0165-F-5327517;0;0;0;Workers
13.04.1926;90;Female;ABB individuals;01-0165-F-5328754;0;0;0;Retired
09.05.1989;27;Male;ABB individuals;01-0165-F-5328763;0;0;0;Workers
21.06.1946;70;Male;ABB individuals;01-0102-F-5323474;0;0;0;Retired
22.08.1941;75;Male;ABB individuals;01-0165-F-5328824;0;0;0;Retired
20.11.1961;55;Male;ABB individuals;01-0165-F-5328843;0;0;0;Workers
03.03.1971;46;Female;ABB individuals;01-0165-F-5328891;1;0;0;Workers
31.12.1933;83;Male;ABB individuals;01-0102-F-5322935;0;0;0;Retired
10.05.1984;32;Female;ABB individuals;01-0102-F-5322972;0;0;0;Workers
04.09.1942;74;Female;ABB individuals;01-0165-F-5323760;0;0;0;Retired
08.09.1969;47;Female;ABB individuals;01-0102-F-5328978;0;0;0;Workers
28.09.1970;46;Female;ABB individuals;01-0165-F-5323020;1;0;0;Workers
15.10.1941;75;Female;ABB individuals;01-0102-F-5321509;1;0;0;Retired
09.07.1950;66;Female;ABB individuals;01-0102-F-5321557;0;0;0;Retired
01.05.1951;65;Female;ABB individuals;01-0102-F-5320735;0;0;0;Retired
03.11.1939;77;Female;ABB individuals;01-0102-F-5320881;0;0;0;Retired
02.06.1993;23;Female;ABB individuals;01-0102-F-5325908;1;0;0;Students
08.09.1944;72;Female;ABB individuals;01-0165-F-5327169;0;0;0;Retired
01.06.1928;88;Female;ABB individuals;01-0165-F-5321009;0;0;0;Retired
28.03.1934;82;Female;ABB individuals;01-0165-F-5321348;0;0;0;Retired
12.07.1977;39;Female;ABB individuals;01-0165-F-5321575;0;0;0;Workers
14.08.1946;70;Female;ABB individuals;01-0102-F-5320747;0;0;0;Retired
28.02.1938;79;Female;ABB individuals;01-0165-F-5319434;0;0;0;Retired
03.01.1942;75;Male;ABB individuals;01-0165-F-5320933;0;0;0;Retired
15.12.1941;75;Male;ABB individuals;01-0102-F-5321392;0;0;0;Retired
11.01.1954;63;Male;ABB individuals;01-0102-F-5321405;0;0;0;Retired
09.09.1939;77;Female;ABB individuals;01-0102-F-5319440;0;0;0;Retired
29.04.1954;62;Male;ABB individuals;01-0102-F-5319456;1;0;0;Retired
20.02.1939;78;Female;ABB individuals;01-0102-F-5320802;0;0;0;Retired
12.02.1957;60;Female;ABB individuals;01-0165-F-5320858;0;0;0;Retired
24.07.1926;90;Male;ABB individuals;01-0165-F-5320981;0;0;0;Retired
26.08.1946;70;Female;ABB individuals;01-0102-F-5319606;1;0;0;Retired
07.02.1942;75;Male;ABB individuals;01-0165-F-5327121;0;0;0;Retired
27.12.1951;65;Female;ABB individuals;01-0102-F-5319621;0;0;0;Retired
10.04.1977;39;Female;ABB individuals;01-0165-F-5326346;0;0;0;Workers
05.02.1993;24;Male;ABB individuals;01-0102-F-5326510;0;0;0;Students
23.02.1960;57;Female;ABB individuals;01-0165-F-5319632;0;0;0;Retired
02.05.1936;80;Female;ABB individuals;01-0165-F-5321704;0;0;0;Retired
26.02.1937;80;Female;ABB individuals;01-0165-F-5327132;0;0;0;Retired
07.08.1953;63;Female;ABB individuals;01-0102-F-5319486;1;0;0;Retired
07.07.1949;67;Female;ABB individuals;01-0102-F-5321437;0;0;0;Retired
02.12.1961;55;Female;ABB individuals;01-0102-F-5319751;0;0;0;Retired
07.01.1954;63;Female;ABB individuals;01-0102-F-5319754;0;0;0;Retired
11.08.1970;46;Male;ABB individuals;01-0165-F-5321720;0;0;0;Workers
02.01.1948;69;Male;ABB individuals;01-0165-F-5327136;0;0;0;Retired
25.12.1983;33;Male;ABB individuals;01-0102-F-5326662;0;0;0;Workers
25.05.1974;42;Male;ABB individuals;01-0102-F-5328764;0;0;0;Workers
09.09.1977;39;Female;ABB individuals;01-0102-F-5330434;0;0;0;Workers
19.08.1992;24;Male;ABB individuals;01-0165-F-5328889;0;0;0;Students
19.04.1975;41;Female;ABB individuals;01-0102-F-5327376;0;0;0;Workers
16.02.1968;49;Female;ABB individuals;01-0102-F-5328986;1;0;0;Workers
01.10.1989;27;Female;ABB individuals;01-0165-F-5329558;0;0;0;Workers
29.12.1985;31;Male;ABB individuals;01-0102-F-5344293;0;0;0;Workers
28.08.1968;48;Male;ABB individuals;01-0165-F-5329295;0;0;0;Workers
03.05.1967;49;Female;ABB individuals;01-0102-F-5328114;1;0;0;Workers
19.09.1962;54;Male;ABB individuals;01-0102-F-5328467;1;0;0;Workers
18.07.1990;26;Female;ABB individuals;01-0102-F-5329649;0;0;1;Workers
18.03.1948;68;Female;ABB individuals;01-0165-F-5330116;0;0;0;Retired
17.02.1969;48;Male;ABB individuals;01-0102-F-5330185;0;0;0;Workers
01.09.1989;27;Female;ABB individuals;01-0102-F-5328591;0;0;0;Workers
14.08.1993;23;Female;ABB individuals;01-0102-F-5329721;0;0;0;Students
04.09.1941;75;Male;ABB individuals;01-0165-F-5330278;0;0;0;Retired
12.03.1939;77;Male;ABB individuals;01-0102-F-5334617;0;0;0;Retired
19.05.1971;45;Male;ABB individuals;01-0165-F-5334715;0;0;0;Workers
18.06.1943;73;Female;ABB individuals;01-0165-F-5333977;0;0;0;Retired
17.11.1986;30;Male;ABB individuals;01-0102-F-5334428;0;0;0;Workers
12.01.1971;46;Female;ABB individuals;01-0102-F-5334560;0;0;0;Workers
04.11.1987;29;Female;ABB individuals;01-0102-F-5334487;0;0;0;Workers
27.06.1975;41;Male;ABB individuals;01-0102-F-5334649;0;0;0;Workers
04.09.1980;36;Female;ABB individuals;01-0165-F-5334650;0;0;0;Workers
07.07.1970;46;Male;ABB individuals;01-0165-F-5334832;0;0;0;Workers
16.09.1938;78;Male;ABB individuals;01-0102-F-5334132;1;0;0;Retired
17.07.1928;88;Female;ABB individuals;01-0102-F-5333676;0;0;0;Retired
20.02.1984;33;Female;ABB individuals;01-0165-F-5337376;0;0;0;Workers
25.08.1940;76;Male;ABB individuals;01-0102-F-5336804;0;0;0;Retired
14.11.1939;77;Male;ABB individuals;01-0102-F-5336861;0;0;0;Retired
19.10.1956;60;Male;ABB individuals;01-0102-F-5336290;0;0;0;Retired
12.06.1970;46;Female;ABB individuals;01-0102-F-5336928;1;0;0;Workers
04.11.1938;78;Female;ABB individuals;01-0102-F-5336989;0;0;0;Retired
06.08.1971;45;Female;ABB individuals;01-0102-F-5337049;0;0;0;Workers
18.07.1990;26;Male;ABB individuals;01-0102-F-5337056;0;0;0;Workers
10.02.1958;59;Female;ABB individuals;01-0165-F-5336427;0;0;0;Retired
17.03.1975;41;Male;ABB individuals;01-0165-F-5337078;0;0;0;Workers
08.07.1990;26;Male;ABB individuals;01-0102-F-5336475;0;0;0;Workers
01.08.1990;26;Female;ABB individuals;01-0102-F-5336497;0;0;0;Workers
05.03.1969;47;Female;ABB individuals;01-0102-F-5337229;1;0;0;Workers
30.07.1975;41;Female;ABB individuals;01-0102-F-5337268;0;0;0;Workers
17.10.1988;28;Female;ABB individuals;01-0102-F-5343320;0;0;0;Workers
02.09.1993;23;Male;ABB individuals;01-0102-F-5343396;0;0;0;Students
08.03.1979;37;Female;ABB individuals;01-0102-F-5343926;0;0;0;Workers
17.07.1996;20;Female;ABB individuals;01-0102-F-5343455;0;0;0;Students
22.04.1987;29;Male;ABB individuals;01-0102-F-5343970;0;0;0;Workers
26.02.1971;46;Female;ABB individuals;01-0165-F-5343508;0;0;0;Workers
25.09.1970;46;Female;ABB individuals;01-0102-F-5344025;0;0;0;Workers
12.05.1943;73;Female;ABB individuals;01-0102-F-5344027;0;0;0;Retired
24.08.1994;22;Male;ABB individuals;01-0165-F-5344063;0;0;0;Students
07.01.1989;28;Female;ABB individuals;01-0102-F-5343633;0;0;0;Workers
13.06.1967;49;Female;ABB individuals;01-0102-F-5344163;1;0;0;Workers
02.08.1977;39;Female;ABB individuals;01-0102-F-5344177;0;0;0;Workers
04.12.1971;45;Female;ABB individuals;01-0102-F-5344178;0;0;0;Workers
10.11.1993;23;Male;ABB individuals;01-0102-F-5341661;0;0;0;Students
24.04.1963;53;Male;ABB individuals;01-0102-F-5341701;0;0;0;Workers
04.10.1966;50;Male;ABB individuals;01-0102-F-5341757;0;0;0;Workers
15.12.1956;60;Female;ABB individuals;01-0165-F-5342376;0;0;0;Retired
12.12.1941;75;Female;ABB individuals;01-0102-F-5341823;0;0;0;Retired
22.08.1939;77;Male;ABB individuals;01-0102-F-5341872;0;0;0;Retired
08.01.1961;56;Male;ABB individuals;01-0102-F-5341895;0;0;0;Workers
02.08.1970;46;Male;ABB individuals;01-0165-F-5341447;0;0;0;Workers
14.06.1969;47;Female;ABB individuals;01-0165-F-5341524;0;0;1;Workers
11.01.1973;44;Male;ABB individuals;01-0165-F-5341568;0;0;0;Workers
20.08.1965;51;Female;ABB individuals;01-0102-F-5342185;0;0;0;Workers
31.01.1972;45;Female;ABB individuals;01-0165-F-5347008;0;0;0;Workers
17.07.1933;83;Male;ABB individuals;01-0102-F-5347015;0;0;0;Retired
20.02.1924;93;Male;ABB individuals;01-0102-F-5347020;0;0;0;Retired
04.04.1980;36;Male;ABB individuals;01-0165-F-5347432;0;0;0;Workers
24.07.1979;37;Female;ABB individuals;01-0102-F-5347441;0;0;0;Workers
06.10.1958;58;Male;ABB individuals;01-0102-F-5347735;0;0;0;Workers
18.03.1957;59;Male;ABB individuals;01-0165-F-5345441;0;0;0;Workers
29.04.1974;42;Female;ABB individuals;01-0102-F-5345874;1;0;0;Workers
11.11.1977;39;Female;ABB individuals;01-0102-F-5345900;0;0;0;Workers
30.09.1989;27;Male;ABB individuals;01-0102-F-5345987;0;0;0;Workers
05.06.1982;34;Female;ABB individuals;01-0102-F-5346002;0;0;0;Workers
12.08.1948;68;Female;ABB individuals;01-0165-F-5347606;0;0;0;Retired
04.02.1982;35;Female;ABB individuals;01-0102-F-5346035;0;0;0;Workers
11.02.1957;60;Female;ABB individuals;01-0165-F-5346070;1;0;0;Retired
20.04.1969;47;Female;ABB individuals;01-0102-F-5347257;0;0;0;Workers
01.11.1960;56;Male;ABB individuals;01-0165-F-5347259;0;0;0;Workers
10.07.1962;54;Male;ABB individuals;01-0165-F-5345538;0;0;0;Workers
24.04.1971;45;Male;ABB individuals;01-0102-F-5346801;0;0;0;Workers
30.03.1939;77;Female;ABB individuals;01-0102-F-5345582;0;0;0;Retired
06.09.1960;56;Male;ABB individuals;01-0102-F-5345590;0;0;0;Workers
15.09.1947;69;Male;ABB individuals;01-0165-F-5346149;0;0;0;Retired
05.01.1972;45;Male;ABB individuals;01-0102-F-5346819;0;0;0;Workers
06.07.1981;35;Female;ABB individuals;01-0165-F-5346828;0;0;0;Workers
21.12.1988;28;Male;ABB individuals;01-0102-F-5345629;0;0;0;Workers
27.09.1956;60;Female;ABB individuals;01-0102-F-5345650;0;0;0;Retired
12.10.1964;52;Male;ABB individuals;01-0102-F-5347351;0;0;0;Workers
08.05.1988;28;Female;ABB individuals;01-0102-F-5345732;1;0;0;Workers
07.11.1988;28;Female;ABB individuals;01-0102-F-5345736;0;0;0;Workers
10.03.1929;87;Female;ABB individuals;01-0102-F-5346991;0;0;0;Retired
18.03.1928;88;Female;ABB individuals;01-0102-F-5345762;0;0;0;Retired
19.10.1964;52;Female;ABB individuals;01-0165-F-5339268;0;0;0;Workers
31.07.1997;19;Male;ABB individuals;01-0102-F-5339280;0;0;0;Students
04.03.1989;27;Female;ABB individuals;01-0102-F-5339872;0;0;0;Workers
11.07.1963;53;Male;ABB individuals;01-0102-F-5339318;0;0;0;Workers
09.05.1984;32;Male;ABB individuals;01-0102-F-5339330;1;0;0;Workers
26.08.1976;40;Male;ABB individuals;01-0102-F-5339399;0;0;0;Workers
18.07.1966;50;Male;ABB individuals;01-0102-F-5339403;0;0;0;Workers
03.09.1966;50;Male;ABB individuals;01-0165-F-5339430;0;0;0;Workers
19.12.1983;33;Female;ABB individuals;01-0102-F-5339495;1;1;0;Workers
16.12.1997;19;Female;ABB individuals;01-0102-F-5339570;0;0;0;Students
25.04.1994;22;Female;ABB individuals;01-0102-F-5339571;0;0;0;Students
30.03.1982;34;Male;ABB individuals;01-0102-F-5339601;0;0;0;Workers
18.07.1981;35;Male;ABB individuals;01-0102-F-5340076;0;0;0;Workers
07.04.1964;52;Male;ABB individuals;01-0102-F-5340105;0;0;0;Workers
13.05.1965;51;Female;ABB individuals;01-0102-F-5339727;0;0;0;Workers
17.10.1992;24;Female;ABB individuals;01-0102-F-5339733;0;0;0;Students
06.10.1965;51;Male;ABB individuals;01-0102-F-5340128;0;0;0;Workers
15.10.1990;26;Male;ABB individuals;01-0102-F-5339155;0;0;0;Workers
30.11.1968;48;Female;ABB individuals;01-0165-F-5339245;0;0;0;Workers
10.03.1941;75;Male;ABB individuals;01-0165-F-5321145;0;0;0;Retired
16.07.1981;35;Male;ABB individuals;01-0102-F-5341443;0;0;0;Workers
12.05.1981;35;Male;ABB individuals;01-0102-F-5345638;0;0;0;Workers
12.10.1951;65;Female;ABB individuals;01-0102-F-5319917;1;0;0;Retired
01.02.1973;44;Male;ABB individuals;01-0102-F-5346017;0;0;0;Workers
20.11.1945;71;Female;ABB individuals;01-0165-F-5330092;0;0;0;Retired
31.03.1952;64;Female;ABB individuals;01-0102-F-5323367;0;0;0;Retired
04.01.1976;41;Female;ABB individuals;01-0102-F-5326303;1;0;0;Workers
20.11.1973;43;Female;ABB individuals;01-0102-F-5339566;0;0;0;Workers
24.10.1962;54;Female;ABB individuals;01-0165-F-5321306;1;0;1;Workers
15.03.1976;40;Female;ABB individuals;01-0102-F-5320118;0;0;0;Workers
